source,target,weight
ACB,DRC,0.6876420825210044
ACB,GMD,0.666782017145053
ACB,GVR,0.6625730551651651
ACB,HCM,0.7250023786817709
ACB,HDB,0.6818084841950294
ACB,HDG,0.7279164366257265
ACB,HHV,0.7004095883523954
ACB,HPG,0.8080856089685986
ACB,HSG,0.6599327575357943
ACB,IJC,0.7165736921324535
ACB,KBC,0.6931363697203708
ACB,KDH,0.664571638751316
ACB,LPB,0.8001023072187945
ACB,MBB,0.9061790174012375
ACB,MBS,0.6919446341317773
ACB,MSB,0.8411096875020639
ACB,MSN,0.7415237392384978
ACB,MWG,0.737821462871132
ACB,NAB,0.7269152785458929
ACB,OCB,0.7729983889053829
ACB,PAN,0.7424609528620929
ACB,PC1,0.682401434431577
ACB,PET,0.6599117729410278
ACB,PTB,0.6521112715114509
ACB,PVS,0.6631797868828271
ACB,SBS,0.7208760457798626
ACB,SHB,0.7886952829816238
ACB,SHS,0.6875496848629934
ACB,SSI,0.7199077166126059
ACB,STB,0.7860768481360605
ACB,TCB,0.8402099080985344
ACB,TNG,0.710025872805228
ACB,TPB,0.7907097221912867
ACB,VCB,0.7147834057589048
ACB,VCI,0.685515936961843
ACB,VIB,0.7358566785037575
ACB,VND,0.6956318058218477
ACB,VPB,0.7510249094654753
ACC,BCE,0.6729953252820615
ACC,CFM,-0.6544240327973158
ACC,ODE,0.6740354673364087
ACG,CTG,0.6647313555332737
ACG,HRB,-0.6675818674707739
ACG,LPB,0.6525680043332539
ACG,NAB,0.6755516361952523
ACG,TCB,0.6592419726345833
ACL,ANV,0.7186922434418861
ACL,ASM,0.7497639419572434
ACL,BCC,0.709120410518723
ACL,BCG,0.6887984175156759
ACL,BKG,0.6708072969080232
ACL,BMI,0.6612892916194231
ACL,BTS,0.6759956987803487
ACL,C47,0.6661039375270946
ACL,C4G,0.6921461002163414
ACL,CEO,0.7021772369519707
ACL,CII,0.6787044420890851
ACL,CKG,0.676893145690152
ACL,CMX,0.7549891352803474
